Date,Open,High,Low,Close,Volume
2023-09-25,4655.75,4701.01,4607.28,4636.37,7415880
2023-09-26,4610.32,4613.42,4579.67,4586.71,6102923
2023-09-27,4695.43,4704.04,4660.03,4686.0,13983909
2023-09-28,4731.52,4753.81,4729.95,4748.92,12254404
2023-09-29,4606.34,4623.09,4568.61,4596.04,14342269
2023-10-02,4720.8,4741.19,4693.56,4734.3,13788548
2023-10-03,4833.54,4842.07,4749.87,4798.65,9616243
2023-10-04,4954.12,4970.74,4951.8,4952.29,10615487
2023-10-05,5004.27,5023.91,4981.75,5002.64,6137877
2023-10-06,5023.54,5025.13,5011.9,5022.42,7448388
2023-10-09,4964.16,4989.53,4946.53,4974.7,11518074
2023-10-10,4954.53,4972.55,4937.76,4958.04,10370563
2023-10-11,4951.25,5032.93,4945.05,4971.13,13500348
2023-10-12,5067.4,5100.28,5054.73,5062.58,10751066
2023-10-13,4974.48,5008.27,4958.24,4999.43,14696265
2023-10-16,5028.52,5034.66,4922.79,4986.33,4594575
2023-10-17,4939.12,4964.24,4929.23,4948.85,9145660
2023-10-18,4972.97,5009.23,4941.97,4970.91,4732329
2023-10-19,4995.4,5003.16,4979.56,4986.87,4857084
2023-10-20,5055.25,5124.64,5041.81,5076.8,4394994
2023-10-23,5090.48,5100.13,5081.34,5081.55,7514057
2023-10-24,5081.03,5089.24,5057.84,5085.75,4546557
2023-10-25,5073.18,5084.66,4998.44,5005.04,10398512
2023-10-26,4965.31,4992.34,4920.02,4961.46,10084932
2023-10-27,4921.09,4939.27,4884.33,4919.51,14474297
2023-10-30,4916.65,4982.95,4907.06,4938.83,7968901
2023-10-31,5022.61,5025.92,4964.97,4981.0,6200890
2023-11-01,4977.81,5019.55,4971.43,5009.29,3029882
2023-11-02,5072.65,5078.73,5051.77,5073.56,5675518
2023-11-03,5221.55,5243.32,5213.71,5220.88,14330926
2023-11-06,5171.35,5173.0,5148.16,5167.9,12675864
2023-11-07,5299.36,5338.28,5199.32,5279.57,4398705
2023-11-08,5494.61,5501.25,5474.29,5474.6,9211715
2023-11-09,5597.08,5636.79,5585.94,5592.13,9804327
2023-11-10,5547.43,5555.85,5540.73,5551.52,7817530
2023-11-13,5480.1,5510.83,5430.42,5479.95,9934063
2023-11-14,5506.01,5513.17,5482.02,5498.25,3556831
2023-11-15,5346.03,5404.29,5339.27,5388.69,12037175
2023-11-16,5493.62,5494.62,5468.03,5476.31,9711987
2023-11-17,5430.13,5439.21,5356.46,5391.84,7597577
2023-11-20,5300.7,5348.82,5282.87,5344.04,14777057
2023-11-21,5350.32,5362.73,5292.72,5341.77,12217955
2023-11-22,5392.33,5464.94,5314.19,5355.13,8132869
2023-11-23,5288.19,5333.89,5248.98,5258.32,12078125
2023-11-24,5338.45,5375.16,5321.61,5334.5,11762127
2023-11-27,5378.85,5392.51,5359.92,5378.34,10482426
2023-11-28,5458.2,5465.49,5438.51,5464.77,10934132
2023-11-29,5475.99,5521.4,5444.32,5476.48,10111905
2023-11-30,5527.65,5552.77,5485.02,5487.63,14431006
2023-12-01,5505.99,5551.16,5400.94,5478.4,5030888
2023-12-04,5412.48,5430.01,5369.31,5424.06,4037904
2023-12-05,5315.68,5370.02,5312.7,5331.82,8634222
2023-12-06,5262.2,5263.39,5254.88,5256.94,9046941
2023-12-07,5127.31,5159.22,5100.31,5111.39,9388406
2023-12-08,5091.95,5133.12,5077.3,5118.36,7369246
2023-12-11,5037.45,5118.04,5011.76,5113.32,11353170
2023-12-12,5077.93,5086.57,5069.85,5070.44,14599165
2023-12-13,5143.89,5145.21,5133.54,5137.35,14255650
2023-12-14,5131.88,5144.07,5124.46,5140.78,12972060
2023-12-15,5128.34,5144.62,5079.58,5141.71,12280320
2023-12-18,5112.92,5143.46,5109.64,5141.58,13432027
2023-12-19,5201.44,5236.37,5169.7,5197.78,10642897
2023-12-20,5152.78,5153.1,5114.58,5127.37,11661351
2023-12-21,5133.6,5154.5,5063.45,5108.56,11723346
2023-12-22,5102.37,5148.86,5089.98,5113.86,9767414
2023-12-25,5175.5,5226.53,5124.18,5150.61,8901179
2023-12-26,5068.93,5130.35,5050.2,5089.25,11254080
2023-12-27,5092.51,5130.56,5066.12,5081.25,10013383
2023-12-28,5064.98,5079.39,5013.85,5068.67,14675616
2023-12-29,5061.04,5086.18,4976.3,4995.16,3197170
2024-01-01,4949.33,4969.36,4943.41,4956.82,8614058
2024-01-02,4938.61,4941.04,4909.86,4938.82,8423444
2024-01-03,5033.72,5057.93,4998.52,5022.4,10360983
2024-01-04,5044.1,5120.04,4997.57,5101.64,7374296
2024-01-05,5030.33,5066.21,4994.16,5012.52,7765358
2024-01-08,4996.59,5022.65,4956.67,4999.38,10499455
2024-01-09,4950.55,4995.53,4893.32,4963.41,5574584
2024-01-10,4774.95,4851.36,4702.59,4797.71,10782634
2024-01-11,4699.07,4717.68,4680.09,4706.91,14097170
2024-01-12,4717.28,4726.59,4715.29,4719.54,7990044
2024-01-15,4731.95,4736.41,4712.56,4720.02,5565513
2024-01-16,4745.44,4774.81,4710.73,4756.98,14617547
2024-01-17,4740.51,4773.75,4735.5,4756.72,6567008
2024-01-18,4736.78,4764.1,4647.25,4700.43,3447095
2024-01-19,4639.55,4644.37,4572.99,4618.01,14660870
2024-01-22,4523.91,4524.05,4521.44,4522.53,9824464
2024-01-23,4454.65,4490.3,4433.8,4484.55,13874108
2024-01-24,4541.75,4557.87,4539.22,4546.52,14970492
2024-01-25,4691.5,4714.03,4667.25,4675.39,5701433
2024-01-26,4624.21,4660.36,4619.63,4639.98,12374587
2024-01-29,4644.58,4644.77,4641.82,4643.3,9600713
2024-01-30,4583.14,4600.87,4579.15,4599.22,3835358
2024-01-31,4565.97,4594.83,4556.2,4578.75,12868603
2024-02-01,4567.96,4635.23,4521.87,4591.12,13181445
2024-02-02,4509.87,4522.3,4502.14,4512.1,4971472
2024-02-05,4451.94,4458.36,4427.1,4456.46,4079229
2024-02-06,4529.48,4542.34,4518.69,4526.49,4140441
2024-02-07,4551.78,4587.22,4544.48,4570.15,4194447
2024-02-08,4606.07,4670.27,4582.66,4630.7,9539991
2024-02-09,4596.4,4614.68,4577.44,4586.53,4587916
2024-02-12,4659.59,4723.03,4648.62,4667.1,5234268
2024-02-13,4731.41,4759.77,4686.74,4702.25,9442399
2024-02-14,4662.16,4678.52,4640.86,4664.32,5603087
2024-02-15,4731.72,4737.69,4716.77,4721.98,7961826
2024-02-16,4779.95,4782.93,4735.08,4756.44,8199648
2024-02-19,4832.32,4838.51,4767.94,4824.18,9636708
2024-02-20,4798.91,4802.74,4731.58,4760.11,12672204
2024-02-21,4656.6,4711.85,4638.69,4639.85,3049892
2024-02-22,4611.69,4644.19,4606.77,4627.9,9473049
2024-02-23,4600.21,4693.13,4559.96,4612.63,8072237
2024-02-26,4630.23,4635.12,4588.52,4604.0,10030736
2024-02-27,4672.58,4675.0,4588.15,4622.29,11734143
2024-02-28,4676.05,4682.5,4636.65,4663.51,9571520
2024-02-29,4711.93,4774.97,4704.14,4736.05,14790552
2024-03-01,4767.12,4768.68,4738.99,4762.08,6118113
2024-03-04,4731.05,4791.56,4686.63,4723.19,9060297
2024-03-05,4715.8,4804.39,4714.97,4743.57,12596543
2024-03-06,4860.99,4885.65,4841.43,4849.96,12171667
2024-03-07,4893.71,4950.26,4890.98,4898.91,5222854
2024-03-08,4950.43,4988.7,4904.79,4924.66,6292239
2024-03-11,4880.49,4916.31,4862.16,4912.75,3915108
2024-03-12,4867.34,4902.06,4836.11,4859.91,7877323
2024-03-13,4815.42,4856.02,4751.07,4785.81,5384272
2024-03-14,4858.66,4868.65,4792.48,4814.91,14354835
2024-03-15,4773.23,4789.88,4740.65,4767.22,5820377
2024-03-18,4802.6,4836.18,4776.85,4808.83,4418351
2024-03-19,4847.94,4857.1,4806.36,4855.43,7917970
2024-03-20,4836.72,4838.78,4817.01,4833.35,6726713
2024-03-21,4847.79,4860.15,4846.11,4848.92,11983278
2024-03-22,4931.77,4959.02,4900.81,4909.16,12191691
2024-03-25,4798.77,4842.9,4781.22,4813.27,3180116
2024-03-26,4878.26,4930.63,4875.67,4893.72,3787001
2024-03-27,4888.44,4906.11,4852.8,4859.29,8048245
2024-03-28,4880.69,4883.08,4865.64,4872.4,11683790
2024-03-29,4927.84,4962.48,4921.09,4938.73,12617344
2024-04-01,5011.45,5029.36,4933.9,4978.25,4252825
2024-04-02,5001.08,5007.39,4964.34,4968.73,5302690
2024-04-03,4940.69,4942.19,4924.72,4940.95,3722153
2024-04-04,4849.04,4887.21,4835.26,4869.1,6446010
2024-04-05,4901.78,4911.62,4809.15,4858.3,9492922
2024-04-08,4943.5,4967.37,4932.23,4955.34,10315845
2024-04-09,5036.95,5085.33,4977.25,4997.47,5569395
2024-04-10,5062.11,5143.7,5057.77,5078.29,6332951
2024-04-11,5113.89,5119.41,5113.64,5118.25,14382932
2024-04-12,5247.68,5268.7,5193.52,5245.18,3311416
2024-04-15,5343.95,5356.59,5333.84,5351.98,3137980
2024-04-16,5337.81,5367.64,5327.53,5363.39,5501212
2024-04-17,5249.62,5289.36,5240.27,5241.69,10129343
2024-04-18,5276.6,5286.86,5255.78,5278.26,8835615
2024-04-19,5221.56,5271.07,5221.54,5243.29,7924191
2024-04-22,5304.84,5323.36,5227.96,5242.99,3824765
2024-04-23,5356.57,5410.23,5351.95,5365.36,3907651
2024-04-24,5301.7,5332.87,5294.32,5297.33,12782357
2024-04-25,5319.58,5321.62,5318.29,5319.7,4350417
2024-04-26,5272.73,5322.89,5225.52,5314.37,9046946
2024-04-29,5287.71,5341.77,5257.95,5301.9,9702705
2024-04-30,5350.72,5374.89,5339.31,5366.46,3990391
2024-05-01,5344.28,5345.65,5307.87,5312.03,7249367
2024-05-02,5140.09,5156.94,5109.94,5146.22,9835084
2024-05-03,5189.58,5254.72,5188.02,5206.9,3587069
2024-05-06,5217.49,5224.71,5212.04,5213.0,6947061
2024-05-07,5254.38,5256.66,5238.38,5249.53,6156366
2024-05-08,5317.43,5352.48,5302.3,5305.31,9198980
2024-05-09,5116.48,5230.88,5104.53,5220.39,5315138
2024-05-10,5166.61,5175.69,5138.13,5145.72,8549348
2024-05-13,5232.29,5248.53,5207.31,5225.18,7415972
2024-05-14,5232.32,5270.28,5181.95,5240.37,9586242
2024-05-15,5321.65,5359.91,5319.48,5320.2,3549666
2024-05-16,5306.99,5413.33,5289.61,5334.0,6983027
2024-05-17,5340.26,5359.64,5308.3,5310.15,10675862
2024-05-20,5325.81,5413.68,5302.75,5341.87,12555355
2024-05-21,5420.69,5452.53,5388.33,5406.25,11347131
2024-05-22,5405.79,5412.03,5398.31,5409.33,8605085
2024-05-23,5347.77,5408.29,5323.82,5359.76,7782969
2024-05-24,5339.4,5342.25,5286.93,5316.36,10076083
2024-05-27,5291.02,5296.54,5261.47,5262.72,7773283
2024-05-28,5305.51,5332.27,5235.89,5286.4,14524000
2024-05-29,5247.93,5285.27,5244.77,5270.65,5059417
2024-05-30,5319.66,5372.62,5313.37,5332.74,10797551
2024-05-31,5330.66,5351.48,5310.45,5328.94,10794087
2024-06-03,5314.69,5386.48,5300.94,5301.0,7188432
2024-06-04,5435.92,5437.47,5366.11,5381.74,5408359
2024-06-05,5403.79,5495.68,5386.48,5447.66,7810374
2024-06-06,5417.59,5445.33,5391.2,5401.98,4832760
2024-06-07,5418.45,5445.22,5403.12,5408.37,5442367
2024-06-10,5479.61,5508.51,5428.36,5469.95,9847101
2024-06-11,5420.6,5460.6,5414.67,5447.78,5539065
2024-06-12,5422.43,5429.46,5417.12,5420.83,13545327
2024-06-13,5545.42,5599.91,5524.77,5567.8,5026091
2024-06-14,5515.64,5519.85,5482.35,5492.2,12578942
2024-06-17,5482.66,5566.91,5479.1,5488.16,6731622
2024-06-18,5520.76,5522.12,5506.36,5522.09,10785363
2024-06-19,5532.0,5540.48,5489.68,5510.31,12104687
2024-06-20,5583.67,5613.48,5571.04,5582.57,6087686
2024-06-21,5638.13,5657.02,5567.34,5626.31,3954227
2024-06-24,5604.07,5694.64,5601.15,5651.83,14302069
2024-06-25,5716.78,5719.43,5639.51,5665.9,13710349
2024-06-26,5759.68,5781.4,5735.52,5764.65,14024074
2024-06-27,5573.04,5608.71,5557.52,5607.37,7072476
2024-06-28,5549.72,5569.09,5538.7,5564.75,7827976
2024-07-01,5602.99,5634.28,5600.76,5627.23,6398499
2024-07-02,5684.29,5684.62,5653.66,5668.91,3058031
2024-07-03,5752.05,5817.74,5749.36,5789.66,11259282
2024-07-04,5783.08,5796.79,5757.06,5767.13,13306743
2024-07-05,5790.08,5839.15,5751.11,5799.13,5451550
2024-07-08,5809.47,5810.58,5788.79,5799.05,5081552
2024-07-09,5746.3,5813.98,5724.21,5765.76,10310982
2024-07-10,5786.75,5818.78,5750.32,5782.57,13573455
2024-07-11,5876.59,5906.02,5849.18,5849.8,4178642
2024-07-12,5747.49,5763.35,5709.97,5749.2,8381862
2024-07-15,5770.4,5869.5,5763.17,5789.33,10604869
2024-07-16,5804.32,5806.5,5803.8,5804.59,10979633
2024-07-17,5779.42,5914.79,5742.44,5837.25,14030140
2024-07-18,5840.86,5859.32,5788.81,5820.7,7111932
2024-07-19,5911.92,5940.7,5905.21,5906.21,13019577
2024-07-22,5895.66,5930.29,5849.09,5898.74,4734441
2024-07-23,5837.83,5922.74,5814.54,5859.46,4252876
2024-07-24,5858.65,5880.25,5724.14,5854.32,14081982
2024-07-25,5917.65,5919.74,5883.61,5895.13,10937108
2024-07-26,5884.76,5903.1,5865.02,5877.01,5960841
2024-07-29,5766.17,5816.89,5738.57,5807.3,10745073
2024-07-30,5867.31,5921.72,5850.68,5891.03,5592859
2024-07-31,5813.29,5938.4,5806.74,5920.93,10992388
2024-08-01,6057.74,6075.52,6051.22,6064.19,8767204
2024-08-02,6127.75,6143.62,6097.71,6129.07,10696124
2024-08-05,5997.68,6017.68,5974.79,6002.13,4918715
2024-08-06,6078.07,6083.34,5989.14,6078.08,9854795
2024-08-07,6218.49,6234.99,6207.66,6215.07,11880121
2024-08-08,6234.07,6244.24,6211.02,6222.59,5177890
2024-08-09,6313.37,6326.52,6300.76,6318.45,7267905
2024-08-12,6420.67,6444.79,6395.3,6400.44,6175601
2024-08-13,6435.75,6445.64,6432.14,6444.06,4740584
2024-08-14,6404.05,6427.48,6384.48,6391.2,6217196
2024-08-15,6234.71,6289.69,6185.8,6241.02,8251208
2024-08-16,6375.49,6385.24,6352.01,6373.7,11526013
2024-08-19,6488.39,6494.22,6396.07,6484.56,10067263
2024-08-20,6415.19,6501.19,6372.96,6465.76,11509781
2024-08-21,6365.93,6416.12,6363.72,6396.82,3046638
2024-08-22,6400.0,6420.66,6379.65,6402.37,8444555
2024-08-23,6557.91,6570.61,6542.74,6545.37,4162496
2024-08-26,6445.93,6515.5,6431.83,6495.28,11236843
2024-08-27,6514.93,6531.63,6461.92,6494.1,13896021
2024-08-28,6383.71,6383.99,6365.59,6377.32,7151538
2024-08-29,6383.85,6388.59,6301.16,6372.35,10776018
2024-08-30,6322.33,6348.96,6315.8,6348.64,5105039
2024-09-02,6365.29,6380.32,6259.75,6288.47,5064798
2024-09-03,6263.7,6284.32,6214.55,6277.27,5850418
2024-09-04,6368.29,6432.03,6315.33,6333.93,6119810
2024-09-05,6417.55,6440.62,6390.41,6424.43,3821929
2024-09-06,6443.02,6460.9,6342.01,6428.14,9647162
2024-09-09,6363.58,6387.52,6341.46,6370.87,7910673
2024-09-10,6230.47,6261.07,6212.25,6247.41,10846540
2024-09-11,6139.4,6171.97,6107.7,6120.87,6772217
2024-09-12,6220.98,6248.46,6183.18,6193.92,5027842
2024-09-13,6116.7,6188.41,6099.98,6156.89,8212281
2024-09-16,6189.71,6195.98,6132.71,6170.48,3734459
2024-09-17,6146.11,6156.91,6123.77,6150.79,10718742
2024-09-18,6086.15,6095.8,6069.48,6081.38,13776450
2024-09-19,6071.12,6116.59,6066.1,6072.83,5306648
2024-09-20,6100.05,6117.84,6072.88,6080.71,5789850
2024-09-23,5970.94,6044.32,5960.84,5996.34,12864683
2024-09-24,6110.33,6143.2,6107.53,6108.13,5703934
2024-09-25,6185.84,6188.45,6182.94,6185.65,11697318
2024-09-26,6205.6,6213.76,6200.1,6210.59,7541912
2024-09-27,6120.47,6123.25,6116.49,6120.11,6903869
2024-09-30,6099.97,6137.03,6096.33,6130.58,8371159
2024-10-01,6088.18,6139.48,6049.33,6088.69,5451976
2024-10-02,6061.49,6101.44,6053.02,6097.87,6197860
2024-10-03,6223.85,6224.95,6138.99,6176.55,13740829
2024-10-04,6199.66,6229.81,6161.11,6212.7,7680018
2024-10-07,6292.7,6303.25,6269.47,6295.38,5780596
2024-10-08,6241.59,6296.09,6215.3,6242.38,7040015
2024-10-09,6160.36,6259.68,6149.96,6233.36,7870807
2024-10-10,6337.44,6338.44,6296.83,6300.93,6237355
2024-10-11,6404.26,6498.52,6366.45,6387.4,3122772
2024-10-14,6468.12,6494.89,6448.44,6482.87,7077411
2024-10-15,6474.95,6516.52,6397.79,6458.86,8472295
2024-10-16,6497.31,6533.19,6496.4,6526.26,9957038
2024-10-17,6493.18,6504.72,6443.94,6480.52,12366077
2024-10-18,6483.64,6502.83,6461.41,6464.84,8756157
2024-10-21,6356.09,6417.3,6332.5,6363.04,12696197
2024-10-22,6312.94,6362.69,6309.68,6315.94,12854349
2024-10-23,6242.22,6317.27,6227.67,6278.93,10356148
2024-10-24,6289.58,6293.48,6256.29,6279.63,12095020
2024-10-25,6261.49,6299.41,6178.63,6274.3,5801329
2024-10-28,6232.28,6260.55,6222.86,6246.01,9525438
2024-10-29,6272.99,6334.53,6268.67,6293.42,11680407
2024-10-30,6271.38,6280.92,6250.1,6271.14,11577482
2024-10-31,6345.81,6416.15,6251.64,6368.66,10223153
2024-11-01,6359.49,6466.26,6286.95,6401.17,13697044
2024-11-04,6272.16,6312.6,6249.05,6272.37,9727897
2024-11-05,6185.19,6218.6,6175.94,6182.38,8433962
2024-11-06,6222.57,6241.64,6183.94,6235.51,3473818
2024-11-07,6288.08,6291.5,6174.99,6277.98,6035865
2024-11-08,6238.7,6289.15,6227.95,6266.14,6883424
2024-11-11,6248.11,6288.54,6188.2,6229.57,12105775
2024-11-12,6149.06,6162.8,6138.94,6144.56,14033134
2024-11-13,6162.89,6167.21,6159.4,6165.51,6231365
2024-11-14,6256.05,6318.49,6234.78,6255.61,9766699
2024-11-15,6459.02,6475.84,6379.63,6416.74,6828295
2024-11-18,6629.15,6652.31,6607.32,6639.25,4724833
2024-11-19,6536.23,6608.73,6449.96,6511.52,11975979
2024-11-20,6617.22,6652.21,6601.88,6605.39,14629364
2024-11-21,6553.28,6623.1,6537.76,6615.78,11193421
2024-11-22,6676.09,6822.68,6662.31,6671.23,8864719
2024-11-25,6717.31,6748.46,6639.48,6641.17,13302122
2024-11-26,6778.09,6790.62,6775.03,6782.01,12051251
2024-11-27,6775.31,6784.56,6754.73,6779.51,6764040
2024-11-28,6659.0,6775.95,6584.12,6729.05,9110793
2024-11-29,6847.15,6932.98,6786.07,6851.3,9553855
2024-12-02,6853.63,6926.99,6788.8,6848.46,6660880
2024-12-03,6900.47,6961.92,6864.73,6875.94,11596235
2024-12-04,6837.11,6890.23,6831.16,6860.36,8782655
2024-12-05,6824.0,6876.87,6800.29,6848.93,6646277
2024-12-06,6897.99,6927.84,6839.07,6903.83,4592210
2024-12-09,6668.4,6691.74,6621.9,6642.0,5918634
2024-12-10,6734.31,6797.67,6708.91,6741.06,9562344
2024-12-11,6852.07,6936.79,6779.87,6826.12,10401628
2024-12-12,6742.42,6813.23,6725.44,6772.55,6884485
2024-12-13,6806.84,6890.22,6784.63,6850.51,4991226
2024-12-16,6632.79,6763.74,6629.71,6669.5,12818968
2024-12-17,6719.8,6722.81,6693.64,6715.99,3829119
2024-12-18,6646.5,6698.98,6632.5,6661.99,13286479
2024-12-19,6685.52,6707.13,6679.16,6701.4,13879567
2024-12-20,6713.86,6755.61,6697.65,6734.03,4054853
2024-12-23,6763.56,6837.35,6752.78,6829.73,8042596
2024-12-24,6779.17,6789.4,6761.05,6771.83,9424788
2024-12-25,6738.1,6824.94,6731.04,6761.14,6386243
2024-12-26,6568.29,6629.73,6558.77,6596.73,11124897
2024-12-27,6612.51,6641.15,6560.52,6617.0,13158427
2024-12-30,6468.6,6495.29,6454.87,6480.7,11675493
2024-12-31,6422.11,6425.94,6412.82,6418.39,6445083
2025-01-01,6493.33,6534.74,6441.19,6489.53,7977037
2025-01-02,6476.89,6483.35,6474.67,6475.12,4535410
2025-01-03,6519.65,6580.89,6405.49,6482.11,3349760
2025-01-06,6463.29,6515.56,6456.41,6507.43,10490526
2025-01-07,6273.88,6316.49,6224.57,6253.94,13128157
2025-01-08,6284.13,6335.47,6244.26,6270.76,12625272
2025-01-09,6332.67,6364.44,6321.05,6338.44,8827278
2025-01-10,6251.17,6274.54,6215.52,6260.12,14219042
2025-01-13,6336.2,6349.13,6248.67,6293.93,3296177
2025-01-14,6273.76,6273.8,6237.84,6254.18,9074525
2025-01-15,6220.74,6243.55,6185.41,6213.44,6406433
2025-01-16,6238.26,6313.44,6187.14,6227.61,14989545
2025-01-17,6187.25,6207.43,6181.38,6202.94,3012938
2025-01-20,6202.86,6306.18,6167.11,6217.31,4179418
2025-01-21,6165.71,6177.96,6154.43,6165.99,3994199
2025-01-22,6121.43,6144.45,6108.07,6143.49,8507298
2025-01-23,6177.08,6180.2,6143.93,6166.3,4919398
2025-01-24,6147.61,6184.15,6126.3,6183.67,9716487
2025-01-27,6197.54,6242.18,6170.92,6206.86,6614962
2025-01-28,6171.12,6197.21,6154.89,6161.7,14633708
2025-01-29,6240.05,6250.74,6185.31,6240.88,8133783
2025-01-30,6340.27,6343.82,6333.65,6343.04,14811186
2025-01-31,6302.34,6336.98,6247.19,6294.01,4185622
2025-02-03,6278.17,6327.24,6253.54,6270.03,7192907
2025-02-04,6285.03,6301.14,6212.64,6271.96,9630064
2025-02-05,6268.78,6347.33,6265.64,6322.86,3545501
2025-02-06,6311.9,6327.05,6209.82,6282.99,8199039
2025-02-07,6277.47,6294.65,6259.4,6272.8,13400844
2025-02-10,6323.56,6360.05,6299.41,6325.42,8567768
2025-02-11,6219.13,6266.83,6171.97,6233.68,9964587
2025-02-12,6153.82,6185.37,6090.5,6109.63,4511602
2025-02-13,6155.3,6196.82,6154.76,6176.43,5346118
2025-02-14,6148.28,6160.75,6063.68,6082.78,7639596
2025-02-17,6232.63,6267.94,6204.12,6214.5,6465495
2025-02-18,6166.52,6262.08,6116.64,6172.4,12466898
2025-02-19,6156.38,6164.9,6155.01,6161.19,3689746
2025-02-20,6121.13,6151.2,6097.56,6144.73,6517155
2025-02-21,6027.15,6081.01,5974.08,6067.14,11744047
2025-02-24,6046.46,6111.73,6002.28,6067.45,7206330
2025-02-25,6066.94,6098.16,6001.01,6048.53,13069671
2025-02-26,6103.57,6126.45,6086.95,6106.6,5980858
2025-02-27,6261.71,6263.56,6215.78,6239.51,11677596
2025-02-28,6304.26,6309.9,6295.82,6295.96,13838319
2025-03-03,6367.53,6385.62,6291.65,6346.29,5554293
2025-03-04,6318.54,6364.66,6312.87,6356.6,10935145
2025-03-05,6471.71,6545.69,6422.94,6486.51,13013046
2025-03-06,6493.61,6529.03,6475.62,6502.35,8590572
2025-03-07,6515.27,6527.39,6499.23,6508.6,13897788
2025-03-10,6501.21,6503.36,6487.91,6491.67,6856397
2025-03-11,6589.13,6630.5,6585.61,6619.35,8831398
2025-03-12,6537.43,6612.81,6531.53,6612.45,5007708
2025-03-13,6478.67,6487.93,6426.05,6473.18,12691635
2025-03-14,6452.06,6484.33,6443.34,6476.88,11828452
2025-03-17,6484.59,6507.9,6437.54,6498.25,3287249
2025-03-18,6484.94,6513.48,6451.04,6468.5,11206294
2025-03-19,6478.61,6489.54,6424.12,6443.72,9805995
2025-03-20,6485.73,6550.45,6476.48,6487.39,7525605
2025-03-21,6544.79,6659.26,6527.72,6585.49,4397955
2025-03-24,6582.51,6623.4,6531.13,6567.44,3770802
2025-03-25,6613.8,6616.6,6564.36,6609.22,7458795
2025-03-26,6547.66,6580.32,6524.49,6539.45,14236142
2025-03-27,6682.97,6743.21,6653.71,6719.05,6019579
2025-03-28,6895.12,6899.5,6888.37,6897.82,12095769
2025-03-31,6985.41,6995.59,6849.29,6900.5,7650291
2025-04-01,6729.48,6734.89,6701.73,6704.15,7319230
2025-04-02,6878.35,6878.63,6815.72,6839.81,11469755
2025-04-03,6789.92,6851.02,6788.51,6803.69,10650311
2025-04-04,6816.21,6877.96,6808.35,6857.79,4592063
2025-04-07,7119.06,7138.07,7089.4,7095.53,11266602
2025-04-08,7141.52,7145.17,7124.84,7140.29,9121602
2025-04-09,7176.54,7245.54,7149.01,7181.97,9512324
2025-04-10,7198.47,7276.11,7174.05,7185.91,5217939
2025-04-11,7260.44,7274.74,7207.59,7255.3,9405883
2025-04-14,7083.1,7141.68,7079.6,7135.5,9439519
2025-04-15,7106.67,7128.39,7093.95,7108.6,9969369
2025-04-16,7104.74,7169.6,7038.36,7110.67,7806085
2025-04-17,6975.27,7016.8,6922.33,6997.21,9161018
2025-04-18,7062.9,7067.6,7050.3,7054.3,11877241
2025-04-21,6985.2,7018.57,6966.84,7016.37,5896355
2025-04-22,6978.27,7021.4,6910.05,7012.44,14659943
2025-04-23,7071.58,7115.61,7009.41,7082.39,14421562
2025-04-24,7068.83,7125.8,6999.86,7067.83,9371332
2025-04-25,7213.37,7259.66,7130.9,7200.38,9783564
2025-04-28,7148.38,7170.73,7140.55,7146.34,3167071
2025-04-29,7072.16,7143.49,7065.56,7084.88,4775823
2025-04-30,7064.69,7183.93,7048.55,7159.83,9088960
2025-05-01,7119.0,7173.46,7103.23,7163.3,10800757
2025-05-02,7067.75,7102.79,7032.68,7076.62,10583754
2025-05-05,7081.95,7092.36,7027.16,7041.29,9629383
2025-05-06,7153.68,7177.01,7098.91,7106.23,5665880
2025-05-07,7290.6,7307.05,7229.06,7257.76,7761631
2025-05-08,7222.85,7290.01,7186.54,7269.78,5414551
2025-05-09,7272.84,7316.94,7242.87,7254.09,11460827
2025-05-12,7348.7,7362.7,7339.61,7343.18,5807501
2025-05-13,7227.35,7274.79,7216.09,7225.83,4846252
2025-05-14,7148.97,7277.93,7140.56,7262.16,6764610
2025-05-15,6994.12,7048.66,6915.34,7018.48,10660771
2025-05-16,7072.96,7073.7,7005.07,7038.73,14180671
2025-05-19,7106.45,7151.76,7097.38,7103.09,7912894
2025-05-20,7191.28,7284.62,7186.71,7215.34,3366042
2025-05-21,7225.88,7250.96,7137.22,7170.21,8533395
2025-05-22,7173.42,7206.3,7162.3,7164.76,9451406
2025-05-23,7142.95,7158.22,7068.59,7103.97,5264381
2025-05-26,7079.61,7132.3,6954.35,7109.26,8248794
2025-05-27,7179.1,7181.71,7133.6,7174.18,12726508
2025-05-28,7073.39,7140.11,7027.22,7069.19,10212648
2025-05-29,7191.31,7207.42,7159.75,7181.05,12253656
2025-05-30,7090.96,7116.12,7069.1,7091.61,12664745
2025-06-02,7046.24,7102.51,6950.18,7038.65,10527467
2025-06-03,7186.78,7226.49,7154.34,7170.91,9910957
2025-06-04,7069.54,7113.8,7059.25,7095.65,14047853
2025-06-05,7118.45,7153.54,7082.23,7145.97,5503821
2025-06-06,7220.83,7278.97,7155.63,7208.54,7872367
2025-06-09,7089.0,7099.12,7045.71,7069.85,4238669
2025-06-10,7272.57,7292.16,7218.1,7255.39,5191951
2025-06-11,7555.23,7561.22,7543.41,7550.89,7816977
2025-06-12,7449.77,7545.48,7437.53,7521.68,10051398
2025-06-13,7719.09,7742.02,7659.94,7699.48,11339150
2025-06-16,7785.71,7786.14,7785.28,7785.76,10428951
